127.0.0.1 - - [08/Jun/2019:06:13:28 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 77 "http://nuru.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:13:29 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://nuru.local/wp-admin/theme-install.php?search=Genesis" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:13:36 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://nuru.local/wp-admin/theme-install.php?search=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:13:37 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 177788 "http://nuru.local/wp-admin/theme-install.php?search=Genesis" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:14:16 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://nuru.local/wp-admin/theme-install.php?search=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:15:57 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://nuru.local/wp-admin/theme-install.php?search=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:16:44 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://nuru.local/wp-admin/theme-install.php?search=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:18:45 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://nuru.local/wp-admin/theme-install.php?search=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:20:46 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://nuru.local/wp-admin/theme-install.php?search=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:22:47 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://nuru.local/wp-admin/theme-install.php?search=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:24:47 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://nuru.local/wp-admin/theme-install.php?search=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:24:51 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://nuru.local/wp-admin/theme-install.php?search=popper" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:24:55 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 77 "http://nuru.local/wp-admin/theme-install.php?search=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:25:40 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://nuru.local/wp-admin/theme-install.php?search=popper" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:26:11 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://nuru.local/wp-admin/theme-install.php?search=popper%20child%20theme" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:26:13 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 77 "http://nuru.local/wp-admin/theme-install.php?search=popper" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:26:18 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://nuru.local/wp-admin/theme-install.php?search=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:26:24 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 43622 "http://nuru.local/wp-admin/theme-install.php?search=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:26:31 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://nuru.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:27:31 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://nuru.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:28:31 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://nuru.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:29:06 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://nuru.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:29:31 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://nuru.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:29:32 +0000] "GET /wp-admin/theme-install.php HTTP/1.0" 200 40834 "http://nuru.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:29:33 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://nuru.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:29:34 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 24017 "http://nuru.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:31:20 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://nuru.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:31:20 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 43622 "http://nuru.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:31:21 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://nuru.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:31:23 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://nuru.local/wp-admin/themes.php?theme=twentynineteen" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:31:36 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://nuru.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:31:52 +0000] "GET /wp-admin/customize.php?theme=twentynineteen&return=http%3A%2F%2Fnuru.local%2Fwp-admin%2Fthemes.php HTTP/1.0" 200 314298 "http://nuru.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [08/Jun/2019:06:31:53 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=editor-buttons&ver=5.2.1 HTTP/1.0" 200 27204 "http://nuru.local/wp-admin/customize.php?theme=twentynineteen&return=http%3A%2F%2Fnuru.local%2Fwp-admin%2Fthemes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
